id,text,CE,ENV,BME,PE,METAL,ME,EE,CPE,OPTIC,NANO,CHE,MATENG,AGRI,EDU,IE,SAFETY,MATH,MATSCI
364,inhibition effect na form zsm zeolite hydrogen transfer reaction via butene cracking na h zsm si molar ratio synthesized butene cracking mechanism physical chemical property zsm described xrd sem edx n physicsorption ft ir pyridine ir h ma nmr tpo nh tpd technique characterization na zsm consisted main type acid site weak medium acid site strong medium weak acid site detected h zsm h zsm si oh site strong br nsted site active site butene cracking reaction active site na zsm reaction silanol nest moderate br nsted site butene cracking reaction h zsm na zsm operating condition temperature c pressure atm whsv h oligomerization cracking hydrogen transfer main reaction butene cracking mechanism alkene excluding propylene occurred weak acid site formation propylene underwent medium acid site zsm catalyst presence strong acid site zsm catalyst promoted hydrogen transfer reaction provoked alkane formation hydrogen transfer index butene reaction na zsm le h zsm si molar ratio absence strong acid na zsm si molar ratio reached highest propylene selectivity c wt na ion could block strong acid site low si molar ratio stability na zsm higher h zsm lower coke formation na zsm suitable catalyst h zsm propylene formation butene cracking reaction,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
365,convex formulation regularized estimation structural equation model path model class structural equation modeling sem describes causal relation among measured variable form multiple linear regression estimation formulation confirmatory exploratory sem zero pattern estimated path matrix explain causality structure variable original nonlinear equality constraint model parameter relaxed inequality allowing transformation original problem convex framework regularized estimation formulation proposed exploratory sem using l type penalty path coefficient matrix condition problem parameter optimal solution low rank provides useful solution original problem proximal algorithm applied solve convex program large scale setting performance approach demonstrated simulated real data set comparison existing method applied real application learning causality among climate variable examining brain connectivity autism patient using fmri time series abide data set could explain known relationship among environmental variable discern known new brain connectivity difference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,synergistic strippants pd ii ion presence chloride medium wastewater electroless plating process via solvating system kinetics thermodynamics taylor francis group llc synergistic strippants palladium complex trialkylmethylammonium chloride aliquat investigated result synergistic strippants thiourea hcl enhance palladium stripping efficiency loaded aliquat extraction pd ii ion sensitive concentration extractant chloride medium partition coefficient ascertained model fitted experimental thermodynamics showed h value obtained kj mol j molk,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
367,experimental investigation mechanical property geosynthetic cementitious composite mat gccm ltdin behaviour geosynthetic cementitious composite mat gccm made geotextiles cement powder investigated development gccm focused geotechnical engineering application experimental includes physical mechanical property investigation gccm installation loading condition testing tension flexure monotonic loading showed gccm used soil reinforced structure additionally puncture frictional resistance gccm important property slope protection conclusion enhancing geosynthetic cement paste provide strength durability used slope stabilisation key property gccm reported used design parameter gccm geotechnical engineering application,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,absorption process aqueous solution methylamino ethanol carbon dioxide removal gas stream power generation petroleum industry carbon dioxide operational problem corrosion heating reduction however used many industry like food industry petroleum enhance oil recovery oil production however amount carbon dioxide supply enough cost carbon capture high main source carbon dioxide come power plant natural gas processing technology carbon capture storage currently effective technology remove carbon dioxide lower level chemical absorption chemical used technology play important role commercially used solvent monoethanolamine disadvantage low capacity corrosion high energy requirement regeneration making technology economically viable many new solvent methylamino ethanol developed improve efficiency compensate drawback conventional solution carbon dioxide capture work measure solubility data carbon dioxide aqueous solution methylamino ethanol solvent temperature c c partial pressure ranging kpa solubility result carbon dioxide methylamino ethanol solution compared aqueous solution monoethanolamine condition term cyclic capacity result methylamino ethanol provides higher performance higher monoethanolamine kpa furthermore result loading partial pressure increase higher temperature energy requirement solution regeneration liquid circulation rate leading reduction overall cost carbon capture,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
369,parameter controllable microchannel reactor enhanced deposition copper sulfide thin film microchannel reactor designed fabricated based unique fluid flow mass transfer characteristic closely parallel channel deposition copper sulfide cuxs thin film configuration microchannel allows flow pattern confined uniformly across channel width length thereby uniform deposited thin film covering whole surface substrate parametric deposition cuxs thin film performed including effect deposition time min flow rate ml min reaction temperature c observed basic characteristic cuxs film morphology film thickness film composition optical band gap highly affected deposition parameter attain smooth dense adherent cuxs film homogeneous grain high growth rate h optimizing controllable parameter optimized condition temperature c flow rate ml min deposition time min result showed film formation heterogeneous nucleation growth substrate promoted homogeneous reaction solution phase due incorporation optimal channel design micro scale structure together controlled deposition parameter method overcome issue deposition limited area scaled large area substrate good uniformity cuxs film,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
370,loss time reduction improve overall equipment oee tobacco industry facing problem due breakdown equipment defect poor working condition oee oee performance indicator focusing availability rate performance rate quality rate due lack performance rate number declining purpose reduce loss time tobacco industry improve performance rate enhance overall equipment oee implementation total productive maintenance tpm rcm reliability centered maintenance using failure mode effect fmea implementation performance rate increased enhance oee,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
371,heuristic periodic review policy echelon inventory problem seasonal demand ltdthis heuristic method determine ordering policy minimum inventory cost satisfying expected service level constraint divergent echelon inventory system periodic review base stock policy echelon stock concept applied location seasonal demand short cycle considered level retailer phase heuristic method proposed reduce computational time required determine proper policy compared mixed integer programming model phase algorithm used determine initial ordering policy location second phase algorithm used determine safety stock algorithm could find solution good solution mixed integer programming model testing instance substantially reduced computational time solution tested instance period horizon loss within expected service level number period unsatisfied expected service level le planning horizon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
372,relevant factor classification student alcohol consumption educational data mining process applying data mining tool technique analyze data educational purpose carry educational data mining student alcohol consumption public dataset includes student attribute grade decision tree algorithm random forest algorithm applied perform classification analyze variable importance regression model employed relationship alcohol consumption level student final grade provides knowledge relationship student characteristic alcohol consumption compare performance decision tree algorithm random forest algorithm,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
373,deep neural network based genetic algorithm ensemble method regional solar power forecasting article deep neural network dnn based genetic algorithm ga ensemble method regional solar power forecasting using forecast weather data real measured data solar power data applying dnn structure window size number neuron hidden layer activation function loss function optimizer number epoch designed ga using ensemble method blend forecast value model together neural network improve predictive accuracy solar power forecast article us total power plant total power generation capacity mw strength proposed method using input multiple model improve accuracy weight provided weather forecast station surrounding power plant model structurally designed ga combining advantage disadvantage model applying technique forecasting total power generation capacity solar power plant case root mean square error decreased compared single model provides forecasting result,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
374,co geological storage coupled water alternating gas enhanced oil recovery r l due climate change global warming concern co emission atmosphere raised many industry oil gas business source co include natural gas processing process current technology mitigate co carbon capture storage utilisation time oil production expected due higher consumption co geological storage depleting oilfield coupled enhanced oil recovery technology meet requirement excellent example technology weyburn canada store co produce oil prolong reservoir life successful technology applying depleting oilfield oil production co storage north using simulation model becomes evaluate co geological storage coupled water alternating gas wag enhanced oil recovery effect parameter total hydrocarbon pore volume hcpv injection wag ratio oil production co consumption sequestration enhanced oil recovery added benefit carbon sequestration cmg software computer modeling group used create simulation model predict co storage geological formation simulation result reported oil produced oil recovery co consumption gas co utilisation approximately gas per oil main parameter wag process wag ratio oil production increase wag ratio increase co consumption increase total hcpv injection result applied develop co enhanced oil recovery eor depleting oilfield north oil production co storage,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
375,environmental impact assessment gold extraction process discarded computer ram comparative leaching chemical part nature electrical electronic equipment waste weee problem set priority due unpleasant operation e waste mismanagement caused illegal transport weee intensified public health environmental concern computer processed recycling industry still vulnerable metal remnant gold high grade component random access module ram example often extracted hydrometallurgical process different leaching chemical along related method gold leaching agent including aqua regia cyanide based solution considered extract gold computer ram environmental impact extracting process investigated using material flow life cycle assessment based kg recovered gold effect pulp density measured comparison leaching process without waste management demonstrated cyanide based solution provided time lower terrestrial ecotoxicity time lower human carcinogenic toxicity aqua regia due lower overall chemical consumption proper wastewater treatment combination incineration landfill solid waste treatment potential option minimize impact,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
376,model predictive control energy management system economic dispatch application mhs microgrid normal operation control robotics system icros power generation microgrid conventionally decentralized making grid management increasingly complex energy management system em important power system planning operation microgrid sure generation meet challenge load profile requires robust effective em microgrid specifically planning operation power supply need incorporate load forecast optimal dispatch strategy model predictive control mpc em dispatch generation power microgrid minimum total operating cost load forecast obtained recurrent neural network ahead efficiency accuracy load forecasting model affect efficiency dispatch algorithm microgrid proposed algorithm applied case mae hong son mhs microgrid including battery energy storage system power exchange utility grid satisfy load demand actual load forecasted load profile apply mpc dispatch energy normal operation total operating cost toc previous em proposed mpc reduce toc ranging,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
377,agent scheduling call center using decomposition technique study agent scheduling call center number agent skill predetermined varied period agent must assigned work shift order minimize labor related cost satisfy working constraint worker availability work duration break requirement decompose problem part solved sequentially determine minimum number required agent shift across cover predetermined number agent period outcome part used input second part assign agent work shift mixed integer programming model proposed find solution part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
378,asphalt incorporation ethylene vinyl acetate eva copolymer natural rubber nr thermoplastic vulcanizates tpvs effect tpv gel content physical rheological property licensee mdpi basel plastic waste incorporated asphalt improve physical property asphalt alleviate trend plastic waste introduced environment however plastic waste come different type thermoplastic thermoset result varied property polymer modified asphalt pma work four thermoplastic vulcanizates tpvs prepared using different peroxide concentration produce four formulation gel content extent crosslinked part order imitate variation plastic waste four tpvs mixed asphalt wt producing four formulation pma went physical rheological storage stability assessment pma higher gel content possessed lower penetration higher softening temperature indicating physically harder appearance pma superpave parameter remained unchanged among different gel content pma temperature c pma level gel content lower brookfield viscosity pma without gel content temperature c higher gel content resulted shorter storage stability measured greater different softening temperature top bottom layer pma c storage show asphalt thermoset plastic waste harder easier pave making non recycling thermoset plastic waste useful friendly environment,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
379,sided assembly line car sequencing fuzzy adaptive extended coincidence algorithm inderscience enterprise car sequencing problem constraint satisfaction problem attracted attention academia practitioner many industrial version car sequencing problem extended reflect real operation practice using sided assembly line classical single sided fuzzy adaptive extended coincidence algorithm coin f developed optimise multi car sequencing problem pareto sense relative performance coin f compared coin e nsga ii dpso experimental result demonstrate coin f contestant algorithm search true pareto frontier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
380,relation tool wear dynamic cutting force ratio cnc turning since tool wear directly affect manufacturing cost cnc turning process effect cutting condition tool wear dynamic cutting force ratio describes relation tool wear dynamic cutting force ratio result experiment cutting speed influential factor feed rate depth cut nose radius addition effect dynamic cutting force tool wear trend dynamic cutting force changed even though cutting condition changed accordingly tool wear predicted using dynamic cutting force ratio turning process,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
381,molecular cloning comparative variable region monoclonal antibody enrofloxacin clone computing machinery enrofloxacin fluoroquinolone antibiotic prohibited approved treatment animal however residue animal product pose adverse side effect consumer maximum residue limit drug enforced many country cdna encoding vh vl gene amplified monoclonal antibody specific enrofloxacin clone cloned sequenced obtained sequence compared ncbi database using blastp program result vh nucleotide composed bps deduced amino acid showed degree identity ig superfamily group totally bps vl nucleotide showed degree identity immunoglobulin kappa light chain cdr cdr ii cdr vh vl sequence specified result indicated highest degree vh sequence homology highest relationship accession homology however vl sequence similarly accession ahj others obtained result provided useful important information recombinant antibody construction production enrofloxacin antibiotic,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
382,anti inflammatory effect lychee litchi chinensis sonn seed peptide hydrolysate raw macrophage cell taylor francis lychee litchi chinensis seed product canned lychee processing hydrolyzed using concentration protease alcalase flavourzyme neutrase protein hydrolysate produced neutrase concentration mg ml exhibited highest free radical scavenging activity ultrafiltration fraction containing peptide le da purified using gel filtration chromatography g g g fraction exhibited highest activity purified reversed phase high performance liquid chromatography rp hplc four fraction h h isolated exhibited efficient nitric oxide scavenging activity g fraction inhibited production lipopolysaccharide lp stimulated raw cell regulation inducible nitric oxide synthase interleukin il result showed lychee seed peptide hydrolysate exhibited potent anti inflammatory activity suggesting peptide useful additive health product functional food pharmaceutical,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,multi step power consumption forecasting using dual stage attentional lstm task forecast next power consumption half interval total interval many study proposed model power consumption forecasting problem previously proposed technique focus impact different time step power consumption importance different feature considered work dual stage attention based recurrent neural network da rnn state art time series forecasting impact different time feature step ahead forecasting contrary work focus multi step ahead forecasting apply dual stage attentional lstm multi step ahead power consumption forecasting problem experiment conducted power consumption data consisting control area weather data type weekday weekend use rmse mape evaluation metric result showed dual stage attentional lstm outperformed traditional model metric,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,hierarchical verification design model using state space design model widely used software development process owing lack standard semantics formal verification used validate whether design model free undesirable property primary challenge design model verification enormous size complexity design model challenge lead time consuming process model abstraction overcoming state space explosion problem hierarchical verification technique state space based colored petri net cpn partitioning technique rule transformation cpn model provided partitioning approach support unstructured design model obtained cpn model support hierarchical verification validate analyze design model transformation technique state space generator implemented verification framework method viable option software process designer suitable large scale design model verification,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
385,composite membrane graphene oxide co ch separation society chemical industrybackground biogas alternative renewable energy produced anaerobic digestion organic waste mainly agriculture household biomass food industry typically raw biogas consists methane ch carbon dioxide co small amount hydrogen sulfide h water vapour purifying biogas removing co trace impurity required order achieve higher calorific safe operation meet fuel standard co second largest component biogas focused removal ch result composite membrane blended peg pebax polymer graphene oxide go developed co ch gas separation effect go loading peg addition co ch separation performance investigated optimal loading wt go wt peg obtained membrane performance gpu co permeance co ch separation factor conclusion incorporating go polymer membrane enhanced co ch separation peg addition increased co permeance advantage component led enhancement co permeance co ch separation society chemical industry,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
386,product selectivity bicarbonate reduction formic acid tin based catalyst integrating nano diamond particle institution chemical engineersin efficiency electrochemical reduction bicarbonate formic acid improved using composite electrode made tin sn nanodiamond carbon nanotube cnt absence compositional ratio sn cnt demonstrated highest current density however adding compositional ratio sn cnt highest efficiency towards formate formic acid achieved observed presence enhanced selectivity product formic acid effect bicarbonate concentration scan rate understand reduction mechanism peak potential shifted towards larger value applied potential scan rate confirming irreversible nature reduction process linear relationship current square root scan rate slope reaction process fully diffusion controlled formic acid produced using electrode however electrode containing nano diamond successfully improved process yield formic acid electrochemical impedance difference warburg coefficient oxidation reduction process value applied potential difference confirmed low resistance electrode electrolyte interface reduction potential,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0
387,gasification furniture waste sawdust cyclone gasifier physic right reserved sawdust major biomass produced million ton per large amount sawdust used renewable energy gasification high efficiency process convert biomass gaseous product sawdust suitable converted gaseous product due high volatile work sawdust thermal conversion investigated using stairmand type cyclone gasifier diameter operation cyclone short residence time high efficiency particulate separation gaseous product suitable small particle like sawdust influence equivalence ratio reactor temperature c c c waste conversion performance determined gas composition co co ch h cnhm carbon hydrogen conversion lower heating cold gasification efficiency reported data indicated optimum equivalence ratio excessively lower higher equivalence ratio affected gas composition heating gaseous product optimum reactor temperature c lower temperature adversely affected gaseous product conversion carbon hydrogen lower heating product gas range mj cold gasification efficiency range optimal condition sawdust gasification cyclone gasifier equivalence ratio temperature c total carbon hydrogen conversionsare,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,telematics solution motor insurance innovation development process insurance company developed telematics application since number user declined customer survey showed low level customer satisfaction adoption due difficulty usage low perception usefulness explore customer requirement provide improved version telematics application using innovation development process discover define design develop deploy discover phase technology acceptance model tam survey satisfaction questionnaire regarding hidden customer requirement conducted charter used define summarize step management scope timeframe quality function deployment qfd tam adapted design phase concept developed improved pugh matrix weighted sum score customer expectation translated product specification develop process create prototype demo application order verify developing guideline scaling feedback testing user ensured effective commercialization new version telematics application deploy phase newly developed telematics application show higher level customer satisfaction perceived usefulness perceived ease use attitude using intention use increased around implication guidance impediment overcome user satisfaction adoption telematics application,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
389,bond property carbon fibre reinforced polymer plate fire damaged concrete ltdin single shear test conducted bond property carbon fibre reinforced polymer cfrp plate fire damaged concrete prism investigation focused effect fire exposure condition presence internal steel reinforcement effective bond length failure mode bond strength maximum joint load interfacial fracture energy air cooled concrete prism adhesively bonded cfrp strip different length quasi static tested ambient condition pull test result showed tensile strength concrete substrate decreased exposed elevated temperature deterioration concrete substrate caused effective bond length decreased bond strength interfacial fracture energy steel reinforcement concrete structure minimize effect fire exposure bond strength effective bond length application fracture mechanic based model strength prediction bond fire damaged concrete cfrp plate proposed linear relationship interfacial fracture energy pull tensile strength concrete could unreinforced concrete,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1
390,information embedding printed object using metal infused pla reading thermography society imaging science technology digital fabrication potential innovate manufacturing logistics near attempt real fabricated object embedding information including protection often proposed new technique embedding information using metal fused material copper powder infused pla form fine structure inside printed object information detected nondestructively thermography experiment proved binary code array metal infused material successfully printed embedded inside sample fabricated based object ab thermal image implanted structure area clearly observed temperature condition different surroundings factor influence quality readout deeply infused metal embedded surface color filament substance clearance image binary code compared previous method condition embedding metal infused material deep surface printing filament effect quality read information result mean added kind object fabricated printer conveniently,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
391,short term solar power forecasting using genetic algorithm based deep neural network method optimal parameter deep learning model genetic algorithm ga model employed forecast output solar farm input forecasted weather data data obtained weather monitoring instrument performance four nn neural network type dnn deep neural network lstm long short term memory gru gated recurrent unit cudnngru cuda deep neural network gated recurrent unit compared feature engineering exponential moving ema find time series irradiance help improve model performance ga exploited find appropriate number lookback window size number neuron hidden layer gru model yield least rmse however training time considered cudnngru model yield slightly higher rmse training time le half gru,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,design state feedback traffic control using hierarchical distributed control framework concern traffic congestion problem degrades urban traffic sustainable development design state feedback traffic controller based optimization method hierarchical structure heterogeneous multi agent system mitigate number vehicle waiting maintain traffic flow global numerical example demonstrates proposed control method improves traffic flow fixed schedule traffic control,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
393,application sensor technology warning unsafe condition moving object construction worker moving object construction worker major causation accident construction site dynamic complex nature construction site lead unsafe condition however previous developed sensor system detecting accident applied crane prototype laboratory develop sensor warning system sw system warning construction worker unsafe condition focus lifting operation tower crane sw system developed based internet thing iot concept gps sensor server pilot test conducted testing gps device could lead determine distance error calibrate system distance error meter calibrating system continue develop full scale system applied construction site,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
394,heuristic based scheduling toothpaste filling problem right reserved focus development heuristic method toothpaste filling problem tfp whose complication lie vast variety product formula size together specific restriction filling machine storage tank specifically filling machine non identical different speed capacity filling toothpaste size unloading requires storage tank much larger capacity compared particular production order tank matched production order repositioned among filling machine avoid unnecessary changeover solve tfp mean phase method initial solution constructed earliest due date edd dispatching rule completed initial solution iteratively improved series operator mimicking concept variable neighbourhood search vns could test heuristic set sample instance acquired biggest consumer product manufacturer impressively compared current practice proposed heuristic could help reduce makespan equivalently annual saving million mainly reduction overtime payment changeover,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
395,observation increased dispersion pt mobility oxygen pt catalyst la modification co oxidation bcrec group right reserved focus catalytic activity via co oxidation pt catalyst addition la onto prior impregnation pt metal molar ratio la varied based temperature programmed desorption tpd co la addition ap parently resulted increased basicity catalyst related oxygen mobili ty however considered pt dispersion measured co chemisorption pt dispersion increased amount la addition la high amount la addition inhibit dispersion pt due surface coverage la worth noting catalytic activity co oxidation essentially pt dispersion oxygen mobility superimposed based pt catalyst la addition la molar ratio showed highest activity due optimal pt dispersion oxygen mobility leading highest turnover frequency tof,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
396,quantitative calcium carbonate formation magnetized water study influence static magnetic field structure calcium carbonate caco crystal experiment conducted exposing ca co solution magnetic field solution combined form caco particle characteristic caco formation reaction investigated namely absorbance differentiation vibrational mode crystal structure absorbance measured using ultraviolet visible spectrophotometer vibrational mode measured using flourier transform ft infrared ft raman spectroscopy x ray diffractometer used determine crystal structure experimental result nucleation caco crystal inhibited starting solution exposed magnetic field effect magnetic field mainly attributed co solution remained h starting solution combined magnetic field strength applied solution aragonite formed aragonite calcite ratio magnetic field strength using x ray technique measured crystal structure indicated aragonite calcite ratio increased magnetic field strength increased mt duration min,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
397,design sphere gap test chamber using finite element method investigates effect enclosed chamber electric field distribution standard sphere gap using finite element method fem chamber used control atmospheric condition around cm diameter sphere gap vertical arrangement geometry simulation model vertical sphere gap standard iec taking account clearance limit sphere mesh size boundary size simulation model chosen simulation accuracy time maximum electric field model sphere gap without chamber recorded compared result chamber metal cover strong effect maximum electric field emax sphere gap chamber insulation cover acceptable deviation emax,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
398,influence rice husk ash mechanical property fire resistance recycled aggregate high calcium fly ash geopolymer concrete ltdthe use recycled aggregate geopolymer concrete provides eco friendly alternative construction industry since geopolymer concrete made recycled aggregate generally weaker internal structure compared using natural aggregate sio rich material used improve strength property known nano sio n however n environmental friendly green sio rich material rice husk ash rha agricultural waste needed replacing nano sio rich husk ash improving performance recycled aggregate geopolymer concrete ragc made high calcium fly ash set harden without heat curing mechanical property fire resistant performance rha added n added geopolymer concrete tested compared result addition rha effective improving strength ragcs particularly sio ratio increased compressive strength ragcs containing rhas ranged mpa due improved microstructure denser matrix comparable ragcs made n however inclusion sio rich material adverse effect post fire residual strength geopolymer concrete made recycled aggregate due primarily reduced porosity,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
399,comparison diaphragm wall movement prediction field performance different construction technique pressthe demand deep excavation basement construction growing rapidly due limited availability land maximum depth excavation increased approximately deep excavation subsoil requires consideration soil condition real piezometric level ground water general subsoil consists thick dark grey soft medium clay stiff silty clay sand layer piezometric level ground water risen previous level due control deep pumping twenty government diaphragm wall normally used soil retaining structure behavior performance diaphragm wall usually predicted finite element method fem using mohr coulomb soil modeling failure criterion soil modulus parameter soft stiff clay self boring pressuremeter test comparison diaphragm wall movement fem prediction field measurement project new bank head office rosewood hotel constructed different technique predicted movement agreed field measurement,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
400,molecular beam epitaxial growth interdigitated quantum dot heterojunction solar cell interdigitated quantum dot multiple stack type inas gaas quantum dot type ii gasb gaas quantum dot grown using molecular beam epitaxy incorporating interdigitated quantum dot p n algaas gaas heterojunction solar cell structure demonstrate photovoltaic effect open circuit voltage compared another cell incorporating quantum dot p n gaas homojunction architecture transmission electron microscopy performed analyze strain induced defect created multi stack quantum dot structure heterojunction solar cell incorporating interdigitated quantum dot realized work would find potential application high efficiency single junction intermediate band solar cell operating concentrated sunlight,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1
401,impact coastal development shoreline change eastern gulf map ta phut mtp port developed middle portion rayong bay since expansion port completed port approximately km wide extending km seaward provides assessment construction mtp port shoreline rayong bay historical shoreline position extracted aerial photography satellite imagery taken using arcgis version rate shoreline change pre post port development implemented using digital shoreline system result indicate rayong bay shoreline mostly dynamic equilibrium rate le prior construction mtp port completion port shoreline accretion along shoreline adjacent side port meanwhile rayong bay shoreline eroded total shoreline port completed increased port expansion coastal protection structure included seawall segment breakwater shaped groin jetty applied along receded shore structure successfully stabilized shoreline rayong bay likely reached new dynamic equilibrium since,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
402,dichlorocarbene modified butadiene rubber dcbr preparation kinetic property natural rubber dcbr blend vulcanizates dichlorocarbene modified butadiene rubber dcbr prepared via addition dichlorocarbene group presence phase transfer agent cetyltrimethylammonium bromide tetraethylammonium chloride effect reaction temperature time amount dichlorocarbene precursor type amount phase transfer agent chlorine content investigated highest chlorine content dcbr obtained using mol chloroform mol cetyltrimethylammonium bromide room temperature although obtained kinetics dichlorocarbene modification described pseudo order rate law rate constant practical application dcbr chlorine content blended natural rubber nr vulcanized using sulfur curing system although polarity dcbr increased good compatibility nr dcbr still existed improved mechanical property oil resistance flame retardant ozone resistance property nr dcbr blend vulcanizates enhanced compared nr butadiene rubber blend vulcanizate related amount chlorine incorporated dcbr,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
403,assessment shear resistance corroded beam repaired using tension zone techno press experimentally analytically investigates shear behavior corroded reinforced concrete rc beam repaired using steel fiber reinforced concrete flexural zone experimental parameter corrosion degree steel fiber volume test result corrosion degree affect shear resistance beam shear capacity beam corrosion degree higher uncorroded beam shear capacity beam corrosion degree lower uncorroded beam shear efficiency damaged beam recovered repairing using contains reasonable amount steel fiber addition method estimate shear capacity repaired beam developed using modified truss analogy strut tie model estimated shear capacity beam using modified truss analogy model agrees experimental data,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
404,chromatographic modeling free lutein derived marigold flower taylor francis group llc mass transfer free lutein derived marigold chromatographic process mathematically modeled required model parameter determined adsorption isotherm determined experimental adsorption using batch method overall mass transfer axial dispersion coefficient determined appropriate empirical equation adsorption isotherm langmuir applied mathematical model ideal model equilibrium dispersive model transport model result transport model reasonably describe mass transfer behavior free lutein linear nonlinear range concentration optimum mobile phase velocity determined numerically cm,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
405,green diesel production simultaneous deoxygenation palmitic acid desulfurization dimethyl dibenzothiophene commercial como brteam investigated deoxygenation palmitic acid model compound palm fatty acid distillate pfad presence di methyl di benzothiophene sulfur containing light gas oil lgo reaction performed pressure barg liquid hourly space velocity lhsv h h oil nl l como catalyst effect temperature range c deoxygenation desulfurization led approximately conversion c c palmitic acid deoxygenation recorded higher conversion rate compared desulfurization di methyl di benzothiophene presence di methyl di benzothiophene deoxygenation palmitic acid resulted high conversion pressure drop study showed formation heavy product caused gradual pressure drop throughout reactor time catalyst deactivated different sulfur containing reagent used catalyst reactivation including dimethyl disulfide n c lgo containing ppmw sulfur reactivation wt dimethyl disulfide n c c h led favrable performance recovery v sulfur containing lgo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
406,application static network reconfiguration minimize power consumption grid photovoltaic system right reserved photovoltaic pv distributed generation growing worldwide proper method hosting capacity pv low cost becoming interesting topic researched total grid purchase power system decreased applying static network reconfiguration problem formulated load flow minimize total grid purchase thermal voltage constraint approach benefit obtained static reconfiguration option term total grid purchase demonstrated using modified benchmark distribution system applying static network reconfiguration specific test system pvs gave minimum power consumption grid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,analyzing suicide contributing factor using classification logistic regression decision tree vector machine world health organization report people die suicide number attempt far exceeding suicide fourth leading death among teenager suicide rate follows similar trend utilize machine learning technique identify case lead suicide death contributing factor internal external specifically using classification method create prediction model people demography behavior factor order analyze feature influence risk suicide death classification technique employed include logistic regression decision tree vector machine analyzed data gathered national suicide prevention department includes suicidal case resulted fatality model proposed general model identify factor leading suicide death practical model predict suicide death given available factor practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
408,robust compression technique yolov real time vehicle detection vehicle detection yolov shown promising accuracy since number parameter network ten million parameter fit commodity camera propose compression mechanism designed specifically yolov network removing unnecessary filter since yolov composes network component backbone pyramid network propose robust pruning mechanism prune filter network separately help avoid pruning network part model making model robust main pruning criterion investigated percentage zero sum magnitude weight experiment conducted ua detrac result compression mechanism criterion reduce network size accuracy even higher full model,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409,comparison uml sequence diagram trace technical specification change science business medium sequence diagram widely used model interaction object information system method develops tool comparing uml sequence diagram facilitate tracing technical specification change change log generated report affected element traceability graph associated new version sequence diagram constructed updated dependency among component proposed automation approach would benefit software process change impact addition output generated implemented system could fasten tedious documentation chore,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
